MAL_ID,Name,Score,Genres,Type,Premiered,Studios,Rating,Popularity
1737,Uchuu Senshi Baldios,6.5,"Sci-Fi, Adventure, Space, Drama, Mecha, Shounen",TV,Summer 1980,Production Reed,PG-13 - Teens 13 or older,9397
1738,Muteki Kanban Musume,7.11,"Action, Comedy, Martial Arts, Parody, Shounen",TV,Summer 2006,Telecom Animation Film,PG-13 - Teens 13 or older,3914
1739,Shibawanko no Wa no Kokoro,Unknown,Kids,TV,Spring 2006,Three-d,G - All Ages,11799
1740,Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou,5.51,"Action, Police, Drama, Seinen",TV,Summer 2006,Trans Arts,R - 17+ (violence & profanity),10055
1741,Hit wo Nerae! Specials,5.48,"Comedy, Ecchi",Special,Unknown,"Imagin, Studio Live",PG-13 - Teens 13 or older,9558
1742,Souryuuden,6.56,"Mystery, Super Power, Supernatural, Drama",OVA,Unknown,Kitty Films,R - 17+ (violence & profanity),8255
1743,Super Milk-chan,5.83,"Action, Comedy, Parody, Sci-Fi",TV,Summer 1998,Unknown,R+ - Mild Nudity,7255
1744,Wagamama☆Fairy Mirumo de Pon!,7.3,"Kids, Adventure, Fantasy, Magic, Comedy, Romance, School, Drama, Shoujo",TV,Spring 2002,Studio Hibari,G - All Ages,4156
1745,Wild 7 Another Bouryaku Unga,5.28,"Action, Adventure, Police, Shounen",TV,Spring 2002,Unknown,R+ - Mild Nudity,11158
1746,Zoids Fuzors,6.42,"Adventure, Mecha, Sci-Fi, Shounen",TV,Fall 2004,Unknown,PG-13 - Teens 13 or older,4944
1747,Freedom,7.45,"Action, Sci-Fi, Adventure, Space",OVA,Unknown,Sunrise,PG-13 - Teens 13 or older,3622
1748,Piyoko ni Omakase pyo!,6.59,"Comedy, Sci-Fi, Shounen",OVA,Unknown,Madhouse,PG-13 - Teens 13 or older,8644
1749,Amaenaide yo!!: Yasumanaide yo!!,6.68,"Ecchi, Comedy, Romance, Supernatural",Special,Unknown,Studio Deen,R+ - Mild Nudity,4364
1750,Amaenaide yo!! Katsu!!: Damasarenaide yo!!,6.63,"Ecchi, Comedy, Romance, Supernatural",Special,Unknown,Studio Deen,R+ - Mild Nudity,4488
1751,Jikuu Bouken Nuumamonjaa,5.28,"Action, Comedy, Fantasy",OVA,Unknown,Production I.G,PG-13 - Teens 13 or older,5924
1752,Di Gi Charat: Hoshi no Tabi,6.58,Comedy,Movie,Unknown,Madhouse,PG-13 - Teens 13 or older,7978
1753,Di Gi Charat: Kuchi Kara Bazooka,6.26,Comedy,Special,Unknown,Madhouse,PG-13 - Teens 13 or older,9148
1754,Di Gi Charat Summer Special 2000,6.47,Comedy,Special,Unknown,Madhouse,G - All Ages,8281
1755,Di Gi Charat Ohanami Special,6.65,Comedy,Special,Unknown,Unknown,G - All Ages,8492
1756,Di Gi Charat Natsuyasumi Special,6.59,Comedy,Special,Unknown,Unknown,G - All Ages,8477
1757,Di Gi Charat Christmas Special,6.57,Comedy,Special,Unknown,Madhouse,G - All Ages,7958
1758,Di Gi Charat Tsuyu Specials,6.48,Comedy,Special,Unknown,Madhouse,G - All Ages,9424
1759,Jigen Sengokushi: Kuro no Shishi - Jinnai-hen,5.62,"Action, Adventure, Historical, Sci-Fi, Shounen",OVA,Unknown,Unknown,R - 17+ (violence & profanity),7613
1760,Golgo 13,6.78,"Action, Military, Adventure, Drama, Seinen",Movie,Unknown,"Tokyo Movie Shinsha, Filmlink International",R+ - Mild Nudity,4407
1761,Golgo 13: Queen Bee,6.59,"Action, Adventure, Military, Drama, Seinen",OVA,Unknown,Filmlink International,R+ - Mild Nudity,5376
1762,Arslan Senki,6.92,"Action, Adventure, Drama, Fantasy, Historical",OVA,Unknown,"J.C.Staff, animate Film",PG-13 - Teens 13 or older,3808
1763,Midnight Panther,5.79,"Action, Adventure, Fantasy, Hentai",OVA,Unknown,Unknown,Rx - Hentai,8803
1764,Slam Dunk (Movie),7.36,"Comedy, Drama, School, Shounen, Slice of Life, Sports",Movie,Unknown,Toei Animation,PG-13 - Teens 13 or older,4249
1765,Vampire Sensou,4.69,"Super Power, Supernatural, Vampire",OVA,Unknown,Toei Animation,R+ - Mild Nudity,7490
1766,Youseiki Suikoden,5.75,"Action, Martial Arts, Fantasy",OVA,Unknown,J.C.Staff,R - 17+ (violence & profanity),8482
1767,Psycho Diver: Mashou Bosatsu,5.69,"Horror, Psychological, Sci-Fi",OVA,Unknown,Madhouse,R+ - Mild Nudity,7063
1768,Kikaider 01 The Animation,6.78,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",OVA,Unknown,Radix,PG-13 - Teens 13 or older,8311
1769,Oh! Super Milk-chan,5.99,"Action, Parody, Comedy, Sci-Fi",TV,Winter 2000,Studio Pierrot,R - 17+ (violence & profanity),6800
1770,Unbalance,5.78,Hentai,OVA,Unknown,AT-2,Rx - Hentai,8615
1771,Ring ni Kakero 1: Nichibei Kessen-hen,6.5,"Action, Sports, Shounen",TV,Spring 2006,Toei Animation,PG-13 - Teens 13 or older,9154
1772,Seishoujo Kantai Virgin Fleet,5.23,"Fantasy, Military, School, Sci-Fi",OVA,Unknown,AIC,PG-13 - Teens 13 or older,9294
1773,Hokuto no Ken: Raoh Gaiden Junai-hen,7.47,"Action, Adventure, Martial Arts",Movie,Unknown,TMS Entertainment,R - 17+ (violence & profanity),5057
1774,HeatGuy J Special,7.04,"Action, Adventure, Mecha, Police, Sci-Fi",Special,Unknown,Satelight,PG-13 - Teens 13 or older,8536
1775,Jikuu Tenshou Nazca,5.65,"Action, Adventure, Drama, Magic, Fantasy",TV,Spring 1998,"Genco, Radix",PG-13 - Teens 13 or older,6289
1776,Bulg-eunmae,5.57,"Super Power, Martial Arts",Movie,Unknown,Unknown,PG-13 - Teens 13 or older,10475
1777,Kaze no Tairiku,6.21,"Action, Adventure, Fantasy, Supernatural",Movie,Unknown,Production I.G,PG-13 - Teens 13 or older,6680
1778,Dae Jang Geum: Jang Geum's Dream,7.22,"Adventure, Comedy, Historical",TV,Fall 2005,Unknown,PG - Children,7923
1779,Bakunyuu Shimai,6.25,Hentai,OVA,Unknown,Y.O.U.C,Rx - Hentai,7214
1780,Choukou Tenshi Escalayer,6.54,"Demons, Hentai, Sci-Fi, Super Power",OVA,Unknown,Unknown,Rx - Hentai,4990
1781,Hi.Me.Go.To,6.28,Hentai,OVA,Unknown,Unknown,Rx - Hentai,7132
1782,Hyakki,5.6,"Hentai, Horror",OVA,Unknown,Arms,Rx - Hentai,8457
1783,Imouto Jiru,6.42,Hentai,OVA,Unknown,T-Rex,Rx - Hentai,5095
1784,Injuu Nerawareta Hanayome,5.46,Hentai,OVA,Unknown,Unknown,Rx - Hentai,9594
1785,Little Monica Monogatari,6.46,Hentai,OVA,Unknown,Unknown,Rx - Hentai,5314
1786,Sprite: Between Two Worlds,5.79,"Comedy, Ecchi, Romance, School",OVA,Unknown,J.C.Staff,R+ - Mild Nudity,9123
1787,Viper GTS,7,"Demons, Hentai",OVA,Unknown,Studio G-1Neo,Rx - Hentai,4620
1788,Yuuguu Settai: Kotou no Gokuraku e Youkoso,5.65,Hentai,OVA,Unknown,Unknown,Rx - Hentai,7367
1789,Argento Soma Special,6.4,"Action, Mecha, Sci-Fi",Special,Unknown,Sunrise,PG-13 - Teens 13 or older,7549
1790,Tactical Roar Special,5.87,"Action, Comedy, Ecchi, Military, Romance, Sci-Fi",Special,Unknown,Unknown,PG-13 - Teens 13 or older,9319
1791,Ai Doll,5.71,"Hentai, Drama",OVA,Unknown,Unknown,Rx - Hentai,7614
1792,Overman King Gainer,6.89,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,Fall 2002,Sunrise,PG-13 - Teens 13 or older,4862
1793,Kaze no Na wa Amnesia,6.39,"Action, Dementia, Drama, Sci-Fi",Movie,Unknown,Madhouse,R+ - Mild Nudity,4226
1794,Dirty Pair no Ooshoubu: Nolandia no Nazo,6.4,"Action, Sci-Fi, Adventure, Comedy, Police",OVA,Unknown,Sunrise,R+ - Mild Nudity,7295
1795,Dirty Pair: Bouryaku no 005-bin,6.79,"Action, Sci-Fi, Adventure, Comedy, Police",OVA,Unknown,Sunrise,PG-13 - Teens 13 or older,7479
1796,Dirty Pair: The Movie,7.08,"Action, Sci-Fi, Adventure, Comedy, Police",Movie,Unknown,Sunrise,PG-13 - Teens 13 or older,5723
1797,Animation Seisaku Shinkou Kuromi-chan,6.92,"Comedy, Parody, Drama",OVA,Unknown,Yumeta Company,PG-13 - Teens 13 or older,5272
1798,Animation Seisaku Shinkou Kuromi-chan 2,6.94,"Comedy, Parody, Drama",OVA,Unknown,Yumeta Company,PG-13 - Teens 13 or older,6386
1799,Fatal Fury: Legend of the Hungry Wolf,6.45,"Action, Adventure, Drama, Martial Arts, Romance, Shounen",OVA,Unknown,Unknown,PG-13 - Teens 13 or older,5262
1800,Fatal Fury 2: The New Battle,6.74,"Action, Adventure, Drama, Martial Arts, Shounen",OVA,Unknown,Unknown,PG-13 - Teens 13 or older,5470
1802,Dirty Pair Flash,6.67,"Action, Adventure, Police, Comedy, Sci-Fi",OVA,Unknown,Sunrise,PG-13 - Teens 13 or older,5608
1803,Dirty Pair: Lovely Angels yori Ai wo Komete,7.03,"Action, Adventure, Comedy, Police, Sci-Fi",OVA,Unknown,Sunrise,PG-13 - Teens 13 or older,7032
1804,Koko wa Green Wood,6.83,"Comedy, Drama, Romance, Shoujo, Slice of Life, Supernatural",OVA,Unknown,"Studio Pierrot, Ajia-Do",PG-13 - Teens 13 or older,5489
1805,Master Mosquiton,6.69,"Action, Adventure, Comedy, Demons, Supernatural, Vampire",OVA,Unknown,Unknown,PG-13 - Teens 13 or older,6639
1806,Master Mosquiton '99,6.52,"Action, Adventure, Comedy, Supernatural, Vampire",TV,Fall 1997,Unknown,PG-13 - Teens 13 or older,7453
1807,Prism Ark,6.45,"Action, Fantasy, Magic, Comedy, Drama",TV,Fall 2007,Front Line,R+ - Mild Nudity,3591
1808,Kamichama Karin,7.28,"Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,Spring 2007,Satelight,PG-13 - Teens 13 or older,2420
1810,Kyoushirou to Towa no Sora,6.48,"Drama, Magic, Romance, Shounen",TV,Winter 2007,TNK,PG-13 - Teens 13 or older,2614
1811,Bounty Dog: Getsumen no Ibu,5.56,"Action, Sci-Fi, Space",OVA,Unknown,animate Film,R+ - Mild Nudity,7822
1812,Hanoka,3.67,Sci-Fi,TV,Summer 2006,RAMS,PG-13 - Teens 13 or older,7495
1813,Genshiken OVA,7.66,"Parody, Slice of Life, Comedy",OVA,Unknown,Ajia-Do,PG-13 - Teens 13 or older,2386
1815,Shakugan no Shana Movie,7.39,"Action, Supernatural, Fantasy",Movie,Unknown,J.C.Staff,PG-13 - Teens 13 or older,2082
1816,Sonic X,6.46,"Sci-Fi, Adventure, Comedy, Kids, Mecha, Shounen",TV,Spring 2003,TMS Entertainment,PG - Children,2092
1817,DearS: Kin no Tama Desu no?,6.85,"Sci-Fi, Harem, Comedy, Romance, Ecchi, Shounen",Special,Unknown,Daume,R+ - Mild Nudity,3364
1818,Claymore,7.78,"Action, Adventure, Super Power, Demons, Supernatural, Fantasy, Shounen",TV,Spring 2007,Madhouse,R+ - Mild Nudity,208
1819,Daimajuu Gekitou: Hagane no Oni,5.28,"Mecha, Horror, Sci-Fi",OVA,Unknown,Unknown,PG-13 - Teens 13 or older,8601
1820,Power Dolls,5.46,"Action, Adventure, Mecha, Sci-Fi",OVA,Unknown,OLM,R+ - Mild Nudity,9196
1821,Guren,6.18,"Harem, Hentai",OVA,Unknown,AT-2,Rx - Hentai,6569
1822,The Hakkenden,6.61,"Action, Adventure, Historical, Demons, Martial Arts, Samurai, Shounen",OVA,Unknown,Artmic,R - 17+ (violence & profanity),5649
1823,Shin Hakkenden,7.17,"Action, Adventure, Martial Arts, Sci-Fi",TV,Spring 1999,Public & Basic,PG-13 - Teens 13 or older,6479
1824,Hadashi no Gen,7.79,"Drama, Historical",Movie,Unknown,Madhouse,PG-13 - Teens 13 or older,2693
1825,Hadashi no Gen 2,7.37,"Drama, Historical, Shounen",Movie,Unknown,Madhouse,PG-13 - Teens 13 or older,5077
1826,Deltora Quest,7.04,"Adventure, Kids, Fantasy",TV,Winter 2007,OLM,PG-13 - Teens 13 or older,3445
1827,Seirei no Moribito,8.17,"Action, Adventure, Historical, Fantasy",TV,Spring 2007,Production I.G,PG-13 - Teens 13 or older,845
1828,Catblue: Dynamite,6.06,"Action, Fantasy",ONA,Unknown,Unknown,R - 17+ (violence & profanity),9199
1829,Ged Senki,6.95,"Adventure, Magic, Fantasy",Movie,Unknown,Studio Ghibli,PG-13 - Teens 13 or older,1317
1830,Utawarerumono Specials,7.62,"Action, Fantasy, Comedy, Drama",Special,Unknown,OLM,PG-13 - Teens 13 or older,4276
1831,Iczer-Girl Iczelion,5.64,"Action, Adventure, Sci-Fi",OVA,Unknown,Unknown,R+ - Mild Nudity,8538
1832,Meiou Project Zeorymer,6.18,"Action, Sci-Fi, Psychological, Drama, Mecha",OVA,Unknown,"AIC, Artmic",R+ - Mild Nudity,6733
1833,Hyper-Psychic Geo Garaga,5.18,"Action, Sci-Fi, Adventure",Movie,Unknown,"Anime R, Aubec",R - 17+ (violence & profanity),9926
1834,Dragon Knight 4,5.75,"Adventure, Fantasy, Hentai, Magic",OVA,Unknown,Unknown,Rx - Hentai,8238
1835,Ryuusei no Rockman,7.11,"Action, Game, Sci-Fi, Shounen",TV,Fall 2006,Xebec,PG - Children,4741
1836,Shuffle! Memories,6.54,"Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen",TV,Winter 2007,Asread,PG-13 - Teens 13 or older,2303
1837,Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,6.81,"Action, Sci-Fi, Adventure, Comedy, Parody, Shounen",TV,Summer 2003,ufotable,PG - Children,6463
1838,Mitsu x Mitsu Drops,5.98,"Drama, Romance, School, Shoujo",OVA,Unknown,Unknown,PG-13 - Teens 13 or older,3410
1839,Jagainu-kun,6.44,"Adventure, Fantasy, Kids, Shoujo, Slice of Life",TV,Spring 2004,Unknown,G - All Ages,9900
1840,Zero no Tsukaima: Futatsuki no Kishi,7.49,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",TV,Summer 2007,J.C.Staff,PG-13 - Teens 13 or older,319
1841,Dai Mahou Touge Omake,6.85,Comedy,Special,Unknown,Diomedéa,PG-13 - Teens 13 or older,5604
1842,Major S3,8.27,"Drama, Shounen, Sports",TV,Winter 2007,Studio Hibari,PG-13 - Teens 13 or older,2093
1843,Yomigaeru Sora: Rescue Wings - Saigo no Shigoto,6.96,"Military, Drama, Seinen",Special,Unknown,J.C.Staff,PG-13 - Teens 13 or older,8062
1844,Clamp Gakuen Tanteidan,6.91,"Action, Mystery, Comedy, Shoujo",TV,Spring 1997,Studio Pierrot,G - All Ages,4648
1845,Gaiking: Legend of Daiku-Maryu,7.13,"Action, Mecha, Sci-Fi",TV,Fall 2005,Toei Animation,G - All Ages,7117
1846,Princess Nine: Kisaragi Joshikou Yakyuubu,7.15,"Sports, Romance, Drama",TV,Spring 1998,Phoenix Entertainment,PG-13 - Teens 13 or older,4988
1847,Rec: Yurusarezarumono,7.16,"Comedy, Drama, Romance, Seinen",Special,Unknown,Shaft,PG-13 - Teens 13 or older,3507
1848,Haou Taikei Ryuu Knight,6.6,"Action, Adventure, Fantasy, Mecha",TV,Spring 1994,Sunrise,PG-13 - Teens 13 or older,8231
1849,Haou Taikei Ryuu Knight: Adeu Legend,6.31,"Action, Adventure, Fantasy, Mecha",OVA,Unknown,Sunrise,PG-13 - Teens 13 or older,10366
1850,Haou Daikei Ryuu Knight: Adeu Legend II,6.04,"Action, Adventure, Fantasy, Mecha",OVA,Unknown,Sunrise,PG-13 - Teens 13 or older,11274
1851,Haou Daikei Ryuu Knight: Adeu Legend Final,6.07,"Parody, Adventure, Fantasy, Comedy, Mecha",OVA,Unknown,Sunrise,PG-13 - Teens 13 or older,11357
1852,Hidamari Sketch,7.45,"Comedy, School, Seinen, Slice of Life",TV,Winter 2007,Shaft,PG-13 - Teens 13 or older,1872
1853,Cutey Honey F,6.57,"Action, Adventure, Comedy, Magic, Romance, Sci-Fi, Shoujo",TV,Winter 1997,Toei Animation,PG-13 - Teens 13 or older,5512
1854,Rockman Hoshi ni Negai wo,6.45,"Action, Sci-Fi, Adventure",OVA,Unknown,Unknown,G - All Ages,7632
1855,JaJa Uma! Quartet,5.13,"Adventure, Comedy, Fantasy, Magic, Shounen",OVA,Unknown,Unknown,PG-13 - Teens 13 or older,9748
1856,Kimi ga Nozomu Eien: Ayu Mayu Gekijou,6.22,Comedy,ONA,Unknown,Picture Magic,PG-13 - Teens 13 or older,6106
1857,Taiyou no Mokushiroku: A Spirit of the Sun,6.91,"Drama, Sci-Fi",Special,Unknown,Madhouse,R - 17+ (violence & profanity),8203
1858,Gakuen Utopia Manabi Straight!,7.28,"Slice of Life, Comedy, School",TV,Winter 2007,ufotable,G - All Ages,3162
1859,Grappler Baki,6.8,"Action, Sports, Martial Arts, Shounen",OVA,Unknown,Unknown,R - 17+ (violence & profanity),4723
1860,Tokyo Majin Gakuen Kenpucho: Tou,7.15,"Action, Horror, Supernatural, Drama, Martial Arts, Fantasy, School",TV,Winter 2007,"AIC Spirits, BeSTACK",R - 17+ (violence & profanity),1871
1861,Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,7.55,"Slice of Life, Comedy, Sports, Drama, School, Shounen",Movie,Unknown,Toei Animation,PG-13 - Teens 13 or older,4463
1862,Strike Witches OVA,6.29,"Action, Ecchi, Magic, Military, Sci-Fi",OVA,Unknown,Gonzo,PG-13 - Teens 13 or older,3363
1863,Silk Road Shounen Yuuto,Unknown,"Adventure, Fantasy, Historical",TV,Fall 2006,OLM,Unknown,12286
1864,Koisuru Tenshi Angelique: Kagayaki no Ashita,6.99,"Drama, Fantasy, Harem, Romance, Shoujo",TV,Winter 2007,Satelight,PG-13 - Teens 13 or older,5080
1865,Getsumen To Heiki Mina,6.3,"Comedy, Parody, Sci-Fi",TV,Winter 2007,Gonzo,PG-13 - Teens 13 or older,5721
1866,Seirei Tsukai,5.82,"Action, Adventure, Fantasy, Magic, Romance, Shounen, Supernatural",Movie,Unknown,Unknown,R+ - Mild Nudity,8006
1867,Oira Uchuu no Tankoufu,6.31,"Action, Adventure, Sci-Fi, Shounen, Space",OVA,Unknown,Triangle Staff,R - 17+ (violence & profanity),9648
1868,Giniro no Olynsis: Tokito,6.3,"Adventure, Drama, Romance, Mecha",TV,Fall 2006,Toei Animation,PG-13 - Teens 13 or older,5644
1869,Nana Recaps,7,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",Special,Unknown,Madhouse,R - 17+ (violence & profanity),4128
1872,Saru Getchu: On Air,6.15,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen",TV,Spring 2006,Xebec,PG - Children,10439
1873,Plawres Sanshirou,7.37,"Adventure, Sports, Mecha, School, Sci-Fi, Shounen",TV,Summer 1983,Kaname Productions,PG-13 - Teens 13 or older,7877
1874,Love♥Love? Specials,6.03,"Ecchi, Comedy, Harem, Romance",Special,Unknown,"Imagin, Studio Live",R+ - Mild Nudity,6567
1878,Kaze no Shoujo Emily,7.36,"Historical, Drama, Shoujo",TV,Spring 2007,TMS Entertainment,G - All Ages,6216
1879,Midnight Eye: Gokuu,6.48,"Action, Sci-Fi, Mystery, Seinen",OVA,Unknown,Madhouse,R+ - Mild Nudity,5465
1880,Midnight Eye: Gokuu II,6.23,"Action, Sci-Fi, Adventure, Mystery, Super Power, Seinen",OVA,Unknown,Madhouse,R+ - Mild Nudity,7016
1881,Sasami: Mahou Shoujo Club,6.62,"Fantasy, Magic, School",TV,Spring 2006,AIC Spirits,PG - Children,5882
1882,Sasami: Mahou Shoujo Club 2,6.71,"Fantasy, Magic, School",TV,Fall 2006,Unknown,PG - Children,7394
1883,Kappa no Kaikata,6.3,Comedy,TV,Fall 2004,Picture Magic,PG - Children,9130
1884,Himesama Goyoujin,6.34,Comedy,TV,Spring 2006,Nomad,G - All Ages,8611
1885,Master of Epic: The Animation Age,6.07,"Fantasy, Game, Comedy",TV,Winter 2007,"Gonzo, Palm Studio",PG-13 - Teens 13 or older,9320
1886,Fushigiboshi no☆Futagohime Gyu!,7.08,"Magic, Comedy, Shoujo",TV,Spring 2006,J.C.Staff,G - All Ages,6819
1887,Lucky☆Star,7.77,"Slice of Life, Comedy, Parody, School",TV,Spring 2007,Kyoto Animation,PG-13 - Teens 13 or older,218
1888,Ichigo Mashimaro OVA,7.72,"Comedy, School, Slice of Life",OVA,Unknown,Daume,PG-13 - Teens 13 or older,3600
1889,Higurashi no Naku Koro ni Kai,8.23,"Mystery, Psychological, Supernatural, Thriller",TV,Summer 2007,Studio Deen,R - 17+ (violence & profanity),344
1890,Clover,6.82,"Drama, Fantasy, Music, Sci-Fi, Shoujo",Music,Unknown,Madhouse,PG-13 - Teens 13 or older,4640
1891,YAT Anshin! Uchuu Ryokou,6.98,"Adventure, Comedy, Sci-Fi, Shounen",TV,Fall 1996,"Xebec, Group TAC",PG-13 - Teens 13 or older,9380
1892,YAT Anshin! Uchuu Ryokou 2,6.81,"Adventure, Comedy, Sci-Fi, Shounen",TV,Spring 1998,Group TAC,PG-13 - Teens 13 or older,10910
1893,Azuki-chan,6.73,"Comedy, Romance, Shoujo, Slice of Life",TV,Spring 1995,Madhouse,G - All Ages,8475
1894,Yu☆Gi☆Oh!: Hikari no Pyramid,6.59,"Adventure, Comedy, Fantasy, Game",Movie,Unknown,Gallop,PG-13 - Teens 13 or older,1973
1895,Ai wa Kagi no Kazu dake... Fuuzoku Mansion,6.24,Hentai,OVA,Unknown,Unknown,Rx - Hentai,7331
1896,Akibakei Kanojo,6.73,Hentai,OVA,Unknown,Image House,Rx - Hentai,4296
1897,Zettai Muteki Raijin-Oh,6.76,"Adventure, Mecha, School, Sci-Fi",TV,Spring 1991,Sunrise,G - All Ages,9871
1898,Hikari to Mizu no Daphne Specials,6.71,"Action, Ecchi, Comedy",Special,Unknown,J.C.Staff,PG-13 - Teens 13 or older,7927
1899,Masou Kishin Cybuster,6.1,"Adventure, Mecha, Sci-Fi, Shounen",TV,Spring 1999,Production Reed,PG-13 - Teens 13 or older,8232
1900,Twin Signal: Family Game,6.35,"Action, Comedy, Mecha, Sci-Fi",OVA,Unknown,Unknown,PG-13 - Teens 13 or older,9613
1901,11-nin Iru!,7.09,"Action, Sci-Fi, Adventure, Mystery, Space, Drama, Romance, Shoujo",Movie,Unknown,Magic Bus,PG-13 - Teens 13 or older,5227
1902,Happiness!: Watarase Jun no Kareinaru Ichinichi,6.74,"Comedy, Fantasy",OVA,Unknown,Artland,PG-13 - Teens 13 or older,6032
1903,Stratos 4: Logbook,6.35,"Action, Ecchi, Sci-Fi",Special,Unknown,Studio Fantasia,PG-13 - Teens 13 or older,9627
1904,Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko,6.54,"Fantasy, Magic, Romance, Supernatural, Demons, Historical, Shoujo",OVA,Unknown,Unknown,PG-13 - Teens 13 or older,7905
1905,Harukanaru Toki no Naka de: Hachiyou Shou Specials,6.4,"Fantasy, Magic, Romance, Supernatural, Historical, Shoujo",Special,Unknown,Unknown,PG-13 - Teens 13 or older,8296
1906,Harukanaru Toki no Naka de: Maihitoyo,7.22,"Drama, Fantasy, Historical, Magic, Romance, Shoujo, Supernatural",Movie,Unknown,Unknown,PG-13 - Teens 13 or older,6351
1907,Harukanaru Toki no Naka de: Hachiyou Shou OVA,6.51,"Fantasy, Comedy, Supernatural, Demons, Historical, Shoujo",OVA,Unknown,Unknown,PG-13 - Teens 13 or older,9017
1908,Lesson XX,6.02,"Romance, Shounen Ai",OVA,Unknown,Unknown,PG-13 - Teens 13 or older,5536
1909,Kusatta Kyoushi no Houteishiki,6.11,"Comedy, Romance, Shounen Ai",OVA,Unknown,J.C.Staff,PG-13 - Teens 13 or older,6972
1910,Master Keaton OVA,7.76,"Adventure, Drama, Historical, Mystery, Seinen, Slice of Life",OVA,Unknown,Madhouse,R - 17+ (violence & profanity),5603
1911,Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,7.44,"Comedy, Mecha, Shounen",Movie,Unknown,Gainax,PG-13 - Teens 13 or older,4655
1912,Marginal Prince: Gekkeiju no Ouji-tachi,5.91,"Romance, School, Shounen Ai",TV,Fall 2006,Unknown,PG-13 - Teens 13 or older,4539
1913,Shonan Junai Gumi!,7.48,"Action, Comedy, School",OVA,Unknown,"J.C.Staff, Life Work",R+ - Mild Nudity,2730
1914,Saiunkoku Monogatari 2nd Season,8.07,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",TV,Spring 2007,Madhouse,PG-13 - Teens 13 or older,2749
1915,Mahou Shoujo Lyrical Nanoha StrikerS,7.65,"Action, Magic, Comedy, Super Power, Drama",TV,Spring 2007,Seven Arcs,PG-13 - Teens 13 or older,2328
1916,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,6.85,"Mecha, Military, Sci-Fi, Space",OVA,Unknown,Sunrise,PG-13 - Teens 13 or older,4628
1917,Mobile Suit Gundam MS IGLOO: The Hidden One Year War,6.69,"Mecha, Military, Sci-Fi, Space",OVA,Unknown,Sunrise,PG-13 - Teens 13 or older,4459
1918,Mahou Shoujo Pretty Sammy,6.4,"Comedy, Parody, Magic, Fantasy",OVA,Unknown,AIC,PG-13 - Teens 13 or older,5923
1919,Urusei Yatsura OVA,7.39,"Sci-Fi, Adventure, Comedy",OVA,Unknown,"Madhouse, Studio Deen, Magic Bus",PG-13 - Teens 13 or older,6590
1920,Urusei Yatsura Movie 1: Only You,7.08,"Action, Adventure, Comedy, Romance, Drama, Sci-Fi",Movie,Unknown,Studio Pierrot,PG-13 - Teens 13 or older,5517
1921,Urusei Yatsura Movie 2: Beautiful Dreamer,7.83,"Action, Adventure, Comedy, Romance, Drama, Sci-Fi",Movie,Unknown,Studio Pierrot,PG-13 - Teens 13 or older,4414
1922,Urusei Yatsura Movie 3: Remember My Love,6.98,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance",Movie,Unknown,Studio Deen,PG-13 - Teens 13 or older,6258
1923,Urusei Yatsura Movie 4: Lum The Forever,6.77,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance",Movie,Unknown,Studio Deen,PG-13 - Teens 13 or older,6456
1924,Urusei Yatsura Movie 5: Kanketsu-hen,7.46,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,Unknown,Unknown,PG-13 - Teens 13 or older,6372
1925,Urusei Yatsura Movie 6: Itsudatte My Darling,6.84,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance",Movie,Unknown,Madhouse,PG-13 - Teens 13 or older,6458
1926,Jishu Seisaku Movie Binchou-tan,6.06,"Slice of Life, Music",Music,Unknown,Ishikawa Pro,G - All Ages,8577
1927,Gakuen Tokusou Hikaruon,5.59,"Action, Super Power, Martial Arts, School",OVA,Unknown,AIC,R+ - Mild Nudity,8686
1928,Early Reins,5.92,"Action, Adventure, Seinen",OVA,Unknown,OLM,R - 17+ (violence & profanity),7866
1929,Futari wa Precure: Max Heart,6.94,"Action, Comedy, Fantasy, Magic, Shoujo",TV,Winter 2005,Toei Animation,G - All Ages,4351
1930,Futari wa Precure: Max Heart Movie 1,6.79,"Fantasy, Magic, Comedy, Shoujo",Movie,Unknown,Toei Animation,G - All Ages,6392
1931,Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,7.09,"Fantasy, Magic, Comedy, Shoujo",Movie,Unknown,Toei Animation,G - All Ages,6488
